,,,Abra,Abra, Abra , Abra ,Arbok,Arbok, Arbok , Arbok ,Diglett Media,Diglett Media, Diglett Media , Diglett Media ,Ivysaur,Ivysaur, Ivysaur , Ivysaur ,Onix,Onix, Onix , Onix ,Snorlax,Snorlax, Snorlax , Snorlax ,Snorlax Tagless,Snorlax Tagless, Snorlax Tagless , Snorlax Tagless ,SPEAROW,SPEAROW, SPEAROW , SPEAROW 
Mth,Date,Site,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue 
3,3/2/2016,CitationMachine,1999011,0," $ 4,627.55 ", $ -   ,2433711,0," $ 3,801.15 ", $ -   ,0,0, $ -   , $ -   ,1629007,0," $ 4,110.05 ", $ -   ,3194120,0," $ 6,736.00 ", $ -   ,897641,0," $ 2,303.85 ", $ -   ,0,0, $ -   , $ -   ,4271452,3997683," $ 10,835.72 "," $ 10,460.71 "
3,3/2/2016,EasyBib,1479708,0," $ 3,475.83 ", $ -   ,1672548,0," $ 2,392.08 ", $ -   ,0,0, $ -   , $ -   ,1722907,0," $ 4,251.46 ", $ -   ,2567677,0," $ 6,954.81 ", $ -   ,1114919,0," $ 2,675.71 ", $ -   ,0,0, $ -   , $ -   ,4508657,4487429," $ 12,634.67 "," $ 13,012.88 "
3,3/3/2016,BibMe,463665,0," $ 1,263.17 ", $ -   ,376176,0, $ 771.02 , $ -   ,0,0, $ -   , $ -   ,366844,0, $ 914.55 , $ -   ,551809,0," $ 1,266.63 ", $ -   ,340425,0, $ 749.39 , $ -   ,0,0, $ -   , $ -   ,851269,899559," $ 2,211.76 "," $ 2,426.12 "
3,3/3/2016,CitationMachine,2519688,0," $ 6,823.37 ", $ -   ,2291640,0," $ 3,608.83 ", $ -   ,0,0, $ -   , $ -   ,1183518,0," $ 3,077.59 ", $ -   ,3468544,0," $ 7,169.43 ", $ -   ,882650,0," $ 2,157.91 ", $ -   ,0,0, $ -   , $ -   ,4129802,3742254," $ 10,321.34 "," $ 9,685.04 "
3,3/3/2016,EasyBib,1865309,0," $ 5,229.48 ", $ -   ,1622809,0," $ 2,339.60 ", $ -   ,0,0, $ -   , $ -   ,1418664,0," $ 3,500.95 ", $ -   ,2618453,0," $ 6,983.21 ", $ -   ,1337340,0," $ 2,788.98 ", $ -   ,0,0, $ -   , $ -   ,4809124,4683368," $ 13,704.79 "," $ 13,742.17 "
3,3/4/2016,BibMe,409679,0," $ 1,233.29 ", $ -   ,370438,0, $ 793.51 , $ -   ,0,0, $ -   , $ -   ,325712,0, $ 806.48 , $ -   ,501297,0," $ 1,190.52 ", $ -   ,308773,0, $ 692.87 , $ -   ,0,0, $ -   , $ -   ,922165,784275," $ 2,361.19 "," $ 2,035.20 "
3,3/4/2016,CitationMachine,1791823,0," $ 5,447.00 ", $ -   ,1689788,0," $ 2,833.24 ", $ -   ,0,0, $ -   , $ -   ,993009,0," $ 2,529.69 ", $ -   ,2482116,0," $ 5,300.57 ", $ -   ,640041,0," $ 1,512.87 ", $ -   ,0,0, $ -   , $ -   ,3215831,2725676," $ 8,215.87 "," $ 7,195.11 "
3,3/4/2016,EasyBib,1201457,0," $ 3,802.94 ", $ -   ,948714,0," $ 1,499.09 ", $ -   ,0,0, $ -   , $ -   ,920894,0," $ 2,288.43 ", $ -   ,1683199,0," $ 4,488.67 ", $ -   ,982771,0," $ 1,839.42 ", $ -   ,0,0, $ -   , $ -   ,3246115,2936078," $ 8,987.04 "," $ 8,323.72 "
3,3/5/2016,BibMe,264925,0, $ 827.14 , $ -   ,242196,0, $ 548.01 , $ -   ,0,0, $ -   , $ -   ,218244,0, $ 560.42 , $ -   ,297531,0, $ 817.63 , $ -   ,174273,0, $ 441.31 , $ -   ,0,0, $ -   , $ -   ,547572,523706," $ 1,441.19 "," $ 1,409.22 "
3,3/5/2016,CitationMachine,1390134,0," $ 4,168.55 ", $ -   ,1155103,0," $ 2,155.53 ", $ -   ,0,0, $ -   , $ -   ,794841,0," $ 2,069.76 ", $ -   ,1638175,0," $ 3,950.51 ", $ -   ,388919,0, $ 908.64 , $ -   ,0,0, $ -   , $ -   ,2087422,1907924," $ 5,502.07 "," $ 5,142.00 "
3,3/5/2016,EasyBib,592187,0," $ 1,905.17 ", $ -   ,365852,0, $ 710.04 , $ -   ,0,0, $ -   , $ -   ,454393,0," $ 1,210.63 ", $ -   ,723108,0," $ 2,367.29 ", $ -   ,278493,0, $ 629.32 , $ -   ,0,0, $ -   , $ -   ,1161826,1139027," $ 3,694.35 "," $ 3,740.09 "
3,3/6/2016,BibMe,490196,0," $ 1,407.11 ", $ -   ,494358,0," $ 1,054.91 ", $ -   ,0,0, $ -   , $ -   ,447604,0," $ 1,139.27 ", $ -   ,652495,0," $ 1,609.50 ", $ -   ,373430,0, $ 881.51 , $ -   ,0,0, $ -   , $ -   ,1102455,1129048," $ 2,845.43 "," $ 3,002.18 "
3,3/6/2016,CitationMachine,2274850,0," $ 6,368.12 ", $ -   ,2211922,0," $ 3,795.99 ", $ -   ,0,0, $ -   , $ -   ,1466746,0," $ 3,800.15 ", $ -   ,3327279,0," $ 7,572.61 ", $ -   ,717095,0," $ 1,619.83 ", $ -   ,0,0, $ -   , $ -   ,4104817,4042097," $ 10,434.17 "," $ 10,658.56 "
3,3/6/2016,EasyBib,1384355,0," $ 3,962.85 ", $ -   ,984852,0," $ 1,642.57 ", $ -   ,0,0, $ -   , $ -   ,1159771,0," $ 2,957.14 ", $ -   ,1933670,0," $ 5,890.83 ", $ -   ,714252,0," $ 1,452.07 ", $ -   ,0,0, $ -   , $ -   ,3295460,3541391," $ 10,329.48 "," $ 11,544.38 "
3,3/7/2016,BibMe,518767,0," $ 1,460.92 ", $ -   ,767990,0," $ 1,378.04 ", $ -   ,0,0, $ -   , $ -   ,475394,0," $ 1,180.52 ", $ -   ,778192,0," $ 1,815.64 ", $ -   ,402075,0, $ 779.68 , $ -   ,0,0, $ -   , $ -   ,1121909,1021249," $ 2,818.52 "," $ 2,681.47 "
3,3/7/2016,CitationMachine,2151914,0," $ 6,116.01 ", $ -   ,2353639,0," $ 4,137.96 ", $ -   ,0,0, $ -   , $ -   ,1240586,0," $ 3,233.52 ", $ -   ,3429515,0," $ 7,124.65 ", $ -   ,745369,0," $ 1,498.53 ", $ -   ,0,0, $ -   , $ -   ,4095637,3660669," $ 10,272.77 "," $ 9,614.91 "
3,3/7/2016,EasyBib,1663379,0," $ 4,905.42 ", $ -   ,1543164,0," $ 2,578.26 ", $ -   ,0,0, $ -   , $ -   ,1297776,0," $ 3,204.91 ", $ -   ,2586931,0," $ 8,092.30 ", $ -   ,956181,0," $ 1,782.01 ", $ -   ,0,0, $ -   , $ -   ,3703344,3537857," $ 11,212.26 "," $ 11,486.78 "
3,3/8/2016,BibMe,495079,0," $ 1,304.35 ", $ -   ,620445,0," $ 1,213.93 ", $ -   ,0,0, $ -   , $ -   ,433515,0," $ 1,063.05 ", $ -   ,758439,0," $ 1,669.44 ", $ -   ,382594,0, $ 710.63 , $ -   ,0,0, $ -   , $ -   ,946332,890848," $ 2,370.30 "," $ 2,340.68 "
3,3/8/2016,CitationMachine,2045557,0," $ 5,432.50 ", $ -   ,1780811,0," $ 3,926.54 ", $ -   ,0,0, $ -   , $ -   ,1135682,0," $ 3,000.47 ", $ -   ,3181912,0," $ 6,566.42 ", $ -   ,697031,0," $ 1,315.76 ", $ -   ,0,0, $ -   , $ -   ,3937252,3546516," $ 10,069.79 "," $ 9,655.27 "
3,3/8/2016,EasyBib,1583657,0," $ 4,323.96 ", $ -   ,1346828,0," $ 3,061.12 ", $ -   ,0,0, $ -   , $ -   ,1285460,0," $ 3,267.34 ", $ -   ,2740526,0," $ 8,619.50 ", $ -   ,1001984,0," $ 1,700.47 ", $ -   ,0,0, $ -   , $ -   ,3519149,3444518," $ 10,388.02 "," $ 11,262.28 "
3,3/9/2016,BibMe,485458,0," $ 1,296.88 ", $ -   ,554206,0," $ 1,125.93 ", $ -   ,0,0, $ -   , $ -   ,374296,0, $ 918.34 , $ -   ,687514,0," $ 1,593.11 ", $ -   ,301036,0, $ 592.94 , $ -   ,0,0, $ -   , $ -   ,882754,840785," $ 2,277.43 "," $ 2,279.62 "
3,3/9/2016,CitationMachine,2344390,0," $ 6,106.19 ", $ -   ,2452683,0," $ 5,442.72 ", $ -   ,0,0, $ -   , $ -   ,620245,0," $ 1,632.57 ", $ -   ,4114029,0," $ 8,029.91 ", $ -   ,1007625,0," $ 1,673.75 ", $ -   ,0,0, $ -   , $ -   ,5235225,4267078," $ 13,184.17 "," $ 11,581.92 "
3,3/9/2016,EasyBib,1570241,0," $ 4,418.14 ", $ -   ,1382189,0," $ 3,219.81 ", $ -   ,0,0, $ -   , $ -   ,1446362,0," $ 3,594.45 ", $ -   ,2567082,0," $ 8,159.72 ", $ -   ,886987,0," $ 1,635.40 ", $ -   ,0,0, $ -   , $ -   ,4382184,4375208," $ 14,387.14 "," $ 15,637.27 "
3,3/10/2016,BibMe,553715,0," $ 1,512.69 ", $ -   ,616900,0," $ 1,241.88 ", $ -   ,0,0, $ -   , $ -   ,416818,0," $ 1,034.03 ", $ -   ,814199,0," $ 1,913.08 ", $ -   ,324605,0, $ 660.65 , $ -   ,0,0, $ -   , $ -   ,1145437,1081123," $ 2,729.41 "," $ 2,657.61 "
3,3/10/2016,CitationMachine,2362443,0," $ 6,457.65 ", $ -   ,2284668,0," $ 5,065.07 ", $ -   ,0,0, $ -   , $ -   ,1319,0, $ 3.27 , $ -   ,4738232,0," $ 9,466.67 ", $ -   ,560613,0, $ 963.97 , $ -   ,0,0, $ -   , $ -   ,5202284,3981064," $ 12,562.91 "," $ 10,331.30 "
3,3/10/2016,EasyBib,1574604,0," $ 4,630.37 ", $ -   ,1230786,0," $ 2,833.31 ", $ -   ,0,0, $ -   , $ -   ,1986743,0," $ 4,666.83 ", $ -   ,2723171,0," $ 8,572.34 ", $ -   ,784435,0," $ 1,388.23 ", $ -   ,0,0, $ -   , $ -   ,4496144,4387078," $ 14,399.07 "," $ 14,925.82 "
3,3/11/2016,BibMe,351113,0, $ 913.47 , $ -   ,504192,0," $ 1,116.49 ", $ -   ,0,0, $ -   , $ -   ,301014,0, $ 758.24 , $ -   ,596668,0," $ 1,481.95 ", $ -   ,227189,0, $ 490.85 , $ -   ,0,0, $ -   , $ -   ,871750,767987," $ 2,135.69 "," $ 1,983.84 "
3,3/11/2016,CitationMachine,1697439,0," $ 4,495.32 ", $ -   ,1617394,0," $ 4,000.79 ", $ -   ,0,0, $ -   , $ -   ,156,0, $ 0.22 , $ -   ,2596493,0," $ 6,367.49 ", $ -   ,5162,0, $ 13.38 , $ -   ,0,0, $ -   , $ -   ,3227403,2801923," $ 8,092.00 "," $ 7,418.72 "
3,3/11/2016,EasyBib,985614,0," $ 2,783.52 ", $ -   ,860790,0," $ 2,119.41 ", $ -   ,0,0, $ -   , $ -   ,1634582,0," $ 3,900.38 ", $ -   ,1608683,0," $ 5,451.90 ", $ -   ,476814,0, $ 883.96 , $ -   ,0,0, $ -   , $ -   ,2573344,2286099," $ 8,270.09 "," $ 8,010.25 "
3,3/12/2016,BibMe,214554,0, $ 619.99 , $ -   ,272967,0, $ 689.04 , $ -   ,0,0, $ -   , $ -   ,179888,0, $ 471.90 , $ -   ,299494,0, $ 846.50 , $ -   ,147653,0, $ 382.56 , $ -   ,0,0, $ -   , $ -   ,482633,457485," $ 1,256.30 "," $ 1,247.60 "
3,3/12/2016,CitationMachine,1130680,0," $ 3,316.81 ", $ -   ,1295376,0," $ 3,513.40 ", $ -   ,0,0, $ -   , $ -   ,141,0, $ 0.19 , $ -   ,1592762,0," $ 4,416.50 ", $ -   ,212,0, $ 0.59 , $ -   ,0,0, $ -   , $ -   ,2052518,1918114," $ 5,433.32 "," $ 5,343.24 "
3,3/12/2016,EasyBib,504166,0," $ 1,516.14 ", $ -   ,417197,0," $ 1,143.36 ", $ -   ,0,0, $ -   , $ -   ,670040,0," $ 2,018.44 ", $ -   ,674313,0," $ 2,530.47 ", $ -   ,197667,0, $ 459.52 , $ -   ,0,0, $ -   , $ -   ,903974,870988," $ 2,794.29 "," $ 2,950.79 "
3,3/13/2016,BibMe,376150,0," $ 1,013.25 ", $ -   ,648110,0," $ 1,570.18 ", $ -   ,0,0, $ -   , $ -   ,409623,0," $ 1,054.02 ", $ -   ,571000,0," $ 1,550.41 ", $ -   ,378930,0, $ 788.16 , $ -   ,0,0, $ -   , $ -   ,982700,1056841," $ 2,450.39 "," $ 2,718.93 "
3,3/13/2016,CitationMachine,1768852,0," $ 4,860.15 ", $ -   ,2763682,0," $ 7,285.71 ", $ -   ,0,0, $ -   , $ -   ,149,0, $ 0.33 , $ -   ,3145986,0," $ 8,194.84 ", $ -   ,386,0, $ 0.30 , $ -   ,0,0, $ -   , $ -   ,3846537,4080546," $ 9,906.46 "," $ 11,016.59 "
3,3/13/2016,EasyBib,964464,0," $ 2,691.43 ", $ -   ,1233451,0," $ 3,295.55 ", $ -   ,0,0, $ -   , $ -   ,1700691,0," $ 4,884.38 ", $ -   ,1604587,0," $ 5,638.09 ", $ -   ,510491,0," $ 1,022.17 ", $ -   ,0,0, $ -   , $ -   ,2221246,2517261," $ 6,533.35 "," $ 8,042.95 "
3,3/14/2016,BibMe,462145,0," $ 1,123.63 ", $ -   ,591592,0," $ 1,408.48 ", $ -   ,0,0, $ -   , $ -   ,430746,0," $ 1,082.34 ", $ -   ,757291,0," $ 1,711.58 ", $ -   ,494002,0, $ 826.66 , $ -   ,0,0, $ -   , $ -   ,1350284,1267893," $ 2,944.66 "," $ 2,824.47 "
3,3/14/2016,CitationMachine,1880895,0," $ 4,730.27 ", $ -   ,2414100,0," $ 6,073.57 ", $ -   ,0,0, $ -   , $ -   ,531592,0," $ 1,385.51 ", $ -   ,3723839,0," $ 8,116.27 ", $ -   ,382880,0, $ 641.55 , $ -   ,0,0, $ -   , $ -   ,4390731,3988730," $ 10,009.44 "," $ 9,337.71 "
3,3/14/2016,EasyBib,1306383,0," $ 3,535.36 ", $ -   ,1303094,0," $ 3,312.64 ", $ -   ,0,0, $ -   , $ -   ,2219600,0," $ 5,352.94 ", $ -   ,2235331,0," $ 6,712.51 ", $ -   ,864626,0," $ 1,495.85 ", $ -   ,0,0, $ -   , $ -   ,3329791,3228399," $ 8,607.12 "," $ 8,775.21 "
3,3/15/2016,BibMe,477367,0," $ 1,123.33 ", $ -   ,463792,0," $ 1,185.28 ", $ -   ,0,0, $ -   , $ -   ,334799,0, $ 836.36 , $ -   ,776174,0," $ 1,849.46 ", $ -   ,439416,0, $ 792.91 , $ -   ,0,0, $ -   , $ -   ,1215126,1138402," $ 2,623.49 "," $ 2,533.19 "
3,3/15/2016,CitationMachine,1952988,0," $ 4,867.10 ", $ -   ,1758082,0," $ 4,616.85 ", $ -   ,0,0, $ -   , $ -   ,958091,0," $ 2,536.53 ", $ -   ,3307338,0," $ 7,428.83 ", $ -   ,791946,0," $ 1,514.32 ", $ -   ,0,0, $ -   , $ -   ,4713872,4284935," $ 11,502.87 "," $ 11,157.37 "
3,3/15/2016,EasyBib,1353870,0," $ 3,682.75 ", $ -   ,1237453,0," $ 3,201.23 ", $ -   ,0,0, $ -   , $ -   ,2253102,0," $ 5,176.08 ", $ -   ,2143620,0," $ 6,700.99 ", $ -   ,921857,0," $ 1,743.36 ", $ -   ,0,0, $ -   , $ -   ,3161431,3123265," $ 9,472.87 "," $ 9,960.27 "
3,3/16/2016,BibMe,466661,0," $ 1,081.48 ", $ -   ,459685,0," $ 1,180.63 ", $ -   ,0,0, $ -   , $ -   ,430709,0," $ 1,110.25 ", $ -   ,936086,0," $ 2,392.78 ", $ -   ,348084,0, $ 787.00 , $ -   ,0,0, $ -   , $ -   ,1412885,1366435," $ 3,421.35 "," $ 3,460.00 "
3,3/16/2016,CitationMachine,1832512,0," $ 4,622.57 ", $ -   ,1690672,0," $ 4,449.91 ", $ -   ,0,0, $ -   , $ -   ,994154,0," $ 2,673.48 ", $ -   ,3472115,0," $ 8,363.70 ", $ -   ,982715,0," $ 2,050.77 ", $ -   ,0,0, $ -   , $ -   ,5607079,5175400," $ 15,920.67 "," $ 15,310.94 "
3,3/16/2016,EasyBib,1290968,0," $ 3,540.86 ", $ -   ,1145675,0," $ 2,954.17 ", $ -   ,0,0, $ -   , $ -   ,2423681,0," $ 5,793.43 ", $ -   ,2263794,0," $ 7,946.59 ", $ -   ,838775,0," $ 1,829.06 ", $ -   ,0,0, $ -   , $ -   ,3706763,3710297," $ 12,639.84 "," $ 13,221.55 "
3,3/17/2016,BibMe,393550,0," $ 1,066.73 ", $ -   ,442442,0," $ 1,162.83 ", $ -   ,0,0, $ -   , $ -   ,371850,0, $ 961.82 , $ -   ,744659,0," $ 2,054.23 ", $ -   ,319811,0, $ 749.32 , $ -   ,0,0, $ -   , $ -   ,1645474,1543699," $ 4,933.66 "," $ 4,746.99 "
3,3/17/2016,CitationMachine,1660919,0," $ 4,685.75 ", $ -   ,1740474,0," $ 4,565.12 ", $ -   ,0,0, $ -   , $ -   ,923369,0," $ 2,491.23 ", $ -   ,3200995,0," $ 8,117.87 ", $ -   ,1014980,0," $ 2,144.39 ", $ -   ,0,0, $ -   , $ -   ,5597577,4906462," $ 15,230.81 "," $ 13,600.91 "
3,3/17/2016,EasyBib,1244154,0," $ 3,630.83 ", $ -   ,1297903,0," $ 3,353.23 ", $ -   ,0,0, $ -   , $ -   ,2343561,0," $ 6,164.21 ", $ -   ,2260148,0," $ 8,336.84 ", $ -   ,800913,0," $ 1,711.70 ", $ -   ,0,0, $ -   , $ -   ,4540056,4507721," $ 20,322.72 "," $ 21,007.30 "
3,3/18/2016,BibMe,262193,0, $ 758.24 , $ -   ,308588,0, $ 809.52 , $ -   ,0,0, $ -   , $ -   ,344416,0, $ 934.09 , $ -   ,510811,0," $ 1,356.53 ", $ -   ,189275,0, $ 476.25 , $ -   ,0,0, $ -   , $ -   ,1125930,1002051," $ 3,548.48 "," $ 3,243.89 "
3,3/18/2016,CitationMachine,1306513,0," $ 3,749.05 ", $ -   ,1319402,0," $ 3,470.77 ", $ -   ,0,0, $ -   , $ -   ,598657,0," $ 1,539.89 ", $ -   ,2275630,0," $ 5,680.83 ", $ -   ,721693,0," $ 1,608.90 ", $ -   ,0,0, $ -   , $ -   ,3868738,3326272," $ 10,457.58 "," $ 9,293.12 "
3,3/18/2016,EasyBib,873931,0," $ 2,737.92 ", $ -   ,851496,0," $ 2,242.94 ", $ -   ,0,0, $ -   , $ -   ,1455523,0," $ 3,691.67 ", $ -   ,1473431,0," $ 5,296.86 ", $ -   ,510320,0," $ 1,187.81 ", $ -   ,0,0, $ -   , $ -   ,3409614,3078561," $ 15,915.28 "," $ 14,553.55 "
3,3/19/2016,BibMe,175034,0, $ 495.76 , $ -   ,207968,0, $ 549.98 , $ -   ,0,0, $ -   , $ -   ,283012,0, $ 886.56 , $ -   ,298947,0, $ 893.25 , $ -   ,123114,0, $ 369.77 , $ -   ,0,0, $ -   , $ -   ,629223,599407," $ 2,078.83 "," $ 2,029.77 "
3,3/19/2016,CitationMachine,983168,0," $ 2,781.14 ", $ -   ,1135184,0," $ 3,024.74 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,1614287,0," $ 4,526.87 ", $ -   ,539107,0," $ 1,374.55 ", $ -   ,0,0, $ -   , $ -   ,2617631,2346612," $ 7,668.23 "," $ 7,075.22 "
3,3/19/2016,EasyBib,390893,0," $ 1,212.85 ", $ -   ,392338,0," $ 1,047.63 ", $ -   ,0,0, $ -   , $ -   ,569878,0," $ 1,820.92 ", $ -   ,608104,0," $ 2,567.15 ", $ -   ,189632,0, $ 512.40 , $ -   ,0,0, $ -   , $ -   ,1284045,1231901," $ 5,568.04 "," $ 5,443.02 "
3,3/20/2016,BibMe,313523,0, $ 839.11 , $ -   ,512215,0," $ 1,325.12 ", $ -   ,0,0, $ -   , $ -   ,624582,0," $ 1,801.82 ", $ -   ,674752,0," $ 1,875.40 ", $ -   ,283305,0, $ 731.89 , $ -   ,0,0, $ -   , $ -   ,1336608,1324270," $ 4,170.52 "," $ 4,194.78 "
3,3/20/2016,CitationMachine,1669229,0," $ 4,453.07 ", $ -   ,2516849,0," $ 6,598.16 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,3282342,0," $ 8,393.62 ", $ -   ,1098207,0," $ 2,437.68 ", $ -   ,0,0, $ -   , $ -   ,5015201,4788960," $ 13,251.54 "," $ 13,166.22 "
3,3/20/2016,EasyBib,891587,0," $ 2,568.12 ", $ -   ,1050504,0," $ 2,708.71 ", $ -   ,0,0, $ -   , $ -   ,1531804,0," $ 4,173.38 ", $ -   ,1470042,0," $ 5,359.66 ", $ -   ,452167,0," $ 1,081.33 ", $ -   ,0,0, $ -   , $ -   ,2880802,3089357," $ 12,336.70 "," $ 13,761.16 "
3,3/21/2016,BibMe,375262,0," $ 1,056.10 ", $ -   ,582383,0," $ 1,486.26 ", $ -   ,0,0, $ -   , $ -   ,778221,0," $ 2,171.77 ", $ -   ,831599,0," $ 2,138.77 ", $ -   ,322821,0, $ 733.75 , $ -   ,0,0, $ -   , $ -   ,1289727,1214367," $ 3,481.14 "," $ 3,411.61 "
3,3/21/2016,CitationMachine,1865811,0," $ 5,182.39 ", $ -   ,2517886,0," $ 6,470.95 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,3765993,0," $ 8,871.76 ", $ -   ,464799,0, $ 923.21 , $ -   ,0,0, $ -   , $ -   ,5437623,4846514," $ 13,708.43 "," $ 12,848.06 "
3,3/21/2016,EasyBib,1292633,0," $ 3,844.63 ", $ -   ,1309360,0," $ 3,305.06 ", $ -   ,0,0, $ -   , $ -   ,2217585,0," $ 5,131.93 ", $ -   ,2068205,0," $ 6,532.79 ", $ -   ,775363,0," $ 1,612.17 ", $ -   ,0,0, $ -   , $ -   ,3738504,3614766," $ 13,207.65 "," $ 12,917.26 "
3,3/22/2016,BibMe,378450,0," $ 1,067.47 ", $ -   ,591852,0," $ 1,557.32 ", $ -   ,0,0, $ -   , $ -   ,719678,0," $ 2,049.02 ", $ -   ,871653,0," $ 2,158.88 ", $ -   ,309598,0, $ 695.84 , $ -   ,0,0, $ -   , $ -   ,1208882,1132025," $ 3,190.23 "," $ 3,133.78 "
3,3/22/2016,CitationMachine,1796613,0," $ 4,941.80 ", $ -   ,2582735,0," $ 6,703.07 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,3734962,0," $ 8,329.44 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,5193090,4775469," $ 14,458.27 "," $ 14,089.94 "
3,3/22/2016,EasyBib,1313701,0," $ 3,928.77 ", $ -   ,1407132,0," $ 3,570.67 ", $ -   ,0,0, $ -   , $ -   ,2337763,0," $ 5,515.82 ", $ -   ,2034048,0," $ 5,732.52 ", $ -   ,735413,0," $ 1,419.82 ", $ -   ,0,0, $ -   , $ -   ,3280554,3255090," $ 10,850.44 "," $ 11,203.11 "
3,3/23/2016,BibMe,467293,0," $ 1,336.35 ", $ -   ,505961,0," $ 1,304.46 ", $ -   ,0,0, $ -   , $ -   ,737048,0," $ 2,012.20 ", $ -   ,769495,0," $ 1,950.13 ", $ -   ,278002,0, $ 655.00 , $ -   ,0,0, $ -   , $ -   ,1239776,1167917," $ 3,102.49 "," $ 3,031.43 "
3,3/23/2016,CitationMachine,2456771,0," $ 6,755.84 ", $ -   ,2353089,0," $ 6,000.95 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,4007791,0," $ 8,390.91 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,5720397,5374799," $ 13,484.67 "," $ 12,997.16 "
3,3/23/2016,EasyBib,1547252,0," $ 4,689.54 ", $ -   ,1232849,0," $ 3,050.94 ", $ -   ,0,0, $ -   , $ -   ,2528102,0," $ 5,396.42 ", $ -   ,2051500,0," $ 5,835.91 ", $ -   ,641911,0," $ 1,224.60 ", $ -   ,0,0, $ -   , $ -   ,3531580,3471008," $ 10,708.06 "," $ 10,840.18 "
3,3/24/2016,BibMe,452535,0," $ 1,326.65 ", $ -   ,367283,0, $ 980.10 , $ -   ,0,0, $ -   , $ -   ,585174,0," $ 1,632.61 ", $ -   ,591042,0," $ 1,548.55 ", $ -   ,216364,0, $ 519.50 , $ -   ,0,0, $ -   , $ -   ,1052637,926911," $ 2,648.80 "," $ 2,382.97 "
3,3/24/2016,CitationMachine,2488333,0," $ 7,066.56 ", $ -   ,1728404,0," $ 4,632.86 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,3210316,0," $ 6,792.23 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,5339267,4898227," $ 12,183.44 "," $ 11,399.60 "
3,3/24/2016,EasyBib,1309501,0," $ 4,188.65 ", $ -   ,910697,0," $ 2,404.16 ", $ -   ,0,0, $ -   , $ -   ,1898183,0," $ 4,144.91 ", $ -   ,1499984,0," $ 4,330.69 ", $ -   ,432571,0, $ 879.69 , $ -   ,0,0, $ -   , $ -   ,2904014,2737653," $ 8,972.06 "," $ 8,629.61 "
3,3/25/2016,BibMe,285558,0, $ 912.91 , $ -   ,248636,0, $ 697.66 , $ -   ,0,0, $ -   , $ -   ,401387,0," $ 1,144.33 ", $ -   ,367688,0," $ 1,057.10 ", $ -   ,143212,0, $ 378.13 , $ -   ,0,0, $ -   , $ -   ,688573,620999," $ 1,854.33 "," $ 1,708.24 "
3,3/25/2016,CitationMachine,1634006,0," $ 4,967.96 ", $ -   ,1073508,0," $ 3,020.10 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,2110786,0," $ 4,878.62 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,3908339,3594292," $ 9,466.48 "," $ 8,858.87 "
3,3/25/2016,EasyBib,802965,0," $ 2,663.37 ", $ -   ,496952,0," $ 1,357.68 ", $ -   ,0,0, $ -   , $ -   ,1421240,0," $ 3,299.27 ", $ -   ,883233,0," $ 2,738.59 ", $ -   ,287267,0, $ 703.79 , $ -   ,0,0, $ -   , $ -   ,1680289,1562311," $ 5,588.36 "," $ 5,322.91 "
3,3/26/2016,BibMe,218478,0, $ 715.24 , $ -   ,214401,0, $ 629.73 , $ -   ,0,0, $ -   , $ -   ,290199,0, $ 884.11 , $ -   ,286568,0, $ 876.94 , $ -   ,110438,0, $ 327.48 , $ -   ,0,0, $ -   , $ -   ,574374,538010," $ 1,630.94 "," $ 1,553.98 "
3,3/26/2016,CitationMachine,1353320,0," $ 4,200.17 ", $ -   ,1063036,0," $ 3,080.00 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,1964144,0," $ 4,868.37 ", $ -   ,0,0, $ -   , $ -   ,0,0, $ -   , $ -   ,3340877,3137220," $ 8,626.22 "," $ 8,165.14 "
3,3/26/2016,EasyBib,555789,0," $ 1,847.97 ", $ -   ,361872,0," $ 1,021.43 ", $ -   ,0,0, $ -   , $ -   ,791555,0," $ 2,098.45 ", $ -   ,600916,0," $ 1,971.17 ", $ -   ,157791,0, $ 408.31 , $ -   ,0,0, $ -   , $ -   ,1160581,1130999," $ 4,041.15 "," $ 4,019.78 "
