,,,Abra,Abra, Abra , Abra ,Arbok,Arbok, Arbok , Arbok ,Diglett Media,Diglett Media, Diglett Media , Diglett Media ,Ivysaur,Ivysaur, Ivysaur , Ivysaur ,Onix,Onix, Onix , Onix ,Snorlax,Snorlax, Snorlax , Snorlax ,Snorlax Tagless,Snorlax Tagless, Snorlax Tagless , Snorlax Tagless ,SPEAROW,SPEAROW, SPEAROW , SPEAROW 
Mth,Date,Site,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue 
5,5/16/2016,EasyBib,1737687,0," $ 5,485.01 ", $ -   ,586501,0," $ 1,413.24 ", $ -   ,2119739,0," $ 4,440.62 ", $ -   ,1626525,0," $ 4,190.59 ", $ -   ,1719856,0," $ 4,004.47 ", $ -   ,544919,0," $ 1,052.53 ", $ -   ,0,0, $ -   , $ -   ,2510929,2326027," $ 6,846.37 "," $ 6,562.04 "
5,5/17/2016,BibMe,254530,0, $ 770.54 , $ -   ,132884,0, $ 313.32 , $ -   ,367417,0, $ 991.14 , $ -   ,461778,0," $ 1,124.59 ", $ -   ,545517,0," $ 1,214.90 ", $ -   ,130331,0, $ 394.15 , $ -   ,0,0, $ -   , $ -   ,554659,502241," $ 1,417.25 "," $ 1,318.66 "
5,5/17/2016,CitationMachine,1263137,0," $ 3,664.17 ", $ -   ,465754,0," $ 1,211.15 ", $ -   ,1653338,0," $ 3,394.40 ", $ -   ,1244157,0," $ 2,899.99 ", $ -   ,2215322,0," $ 4,595.51 ", $ -   ,406338,0, $ 869.65 , $ -   ,0,0, $ -   , $ -   ,2014630,1755432," $ 4,692.84 "," $ 4,254.91 "
5,5/17/2016,EasyBib,1558126,0," $ 5,126.50 ", $ -   ,493983,0," $ 1,240.50 ", $ -   ,1572876,0," $ 3,496.75 ", $ -   ,1451375,0," $ 3,713.34 ", $ -   ,1713594,0," $ 4,145.62 ", $ -   ,519020,0, $ 998.80 , $ -   ,0,0, $ -   , $ -   ,1968730,1926219," $ 5,541.28 "," $ 5,632.29 "
5,5/18/2016,BibMe,252386,0, $ 742.48 , $ -   ,160102,0, $ 369.74 , $ -   ,353254,0, $ 875.97 , $ -   ,330908,0, $ 915.07 , $ -   ,606208,0," $ 1,325.64 ", $ -   ,149217,0, $ 474.87 , $ -   ,0,0, $ -   , $ -   ,549014,497815," $ 1,409.52 "," $ 1,313.42 "
5,5/18/2016,CitationMachine,1275382,0," $ 3,623.25 ", $ -   ,560542,0," $ 1,472.29 ", $ -   ,1339094,0," $ 2,746.84 ", $ -   ,1342517,0," $ 3,006.20 ", $ -   ,2350183,0," $ 4,882.93 ", $ -   ,502007,0," $ 1,108.95 ", $ -   ,0,0, $ -   , $ -   ,2072772,1850834," $ 4,925.19 "," $ 4,561.14 "
5,5/18/2016,EasyBib,1407500,0," $ 4,256.85 ", $ -   ,579209,0," $ 1,439.29 ", $ -   ,1164056,0," $ 2,397.17 ", $ -   ,1422748,0," $ 3,785.80 ", $ -   ,1805246,0," $ 4,468.71 ", $ -   ,503489,0," $ 1,038.67 ", $ -   ,0,0, $ -   , $ -   ,2067822,1992448," $ 5,710.85 "," $ 5,647.53 "
5,5/19/2016,BibMe,248038,0, $ 754.04 , $ -   ,166591,0, $ 385.05 , $ -   ,348404,0, $ 863.45 , $ -   ,345654,0, $ 946.10 , $ -   ,478404,0," $ 1,012.40 ", $ -   ,150930,0, $ 464.72 , $ -   ,0,0, $ -   , $ -   ,526393,470199," $ 1,329.21 "," $ 1,227.35 "
5,5/19/2016,CitationMachine,1229779,0," $ 3,612.07 ", $ -   ,559431,0," $ 1,460.44 ", $ -   ,1634664,0," $ 2,941.09 ", $ -   ,1346107,0," $ 3,068.89 ", $ -   ,2021899,0," $ 4,065.79 ", $ -   ,524193,0," $ 1,098.62 ", $ -   ,0,0, $ -   , $ -   ,1974561,1738728," $ 4,476.15 "," $ 4,078.69 "
5,5/19/2016,EasyBib,1347653,0," $ 4,176.35 ", $ -   ,585170,0," $ 1,456.50 ", $ -   ,1215683,0," $ 2,533.89 ", $ -   ,1500947,0," $ 3,993.32 ", $ -   ,1483202,0," $ 3,643.06 ", $ -   ,484696,0," $ 1,092.45 ", $ -   ,0,0, $ -   , $ -   ,2184867,2120642," $ 5,631.66 "," $ 5,698.48 "
5,5/20/2016,BibMe,183667,0, $ 587.55 , $ -   ,128893,0, $ 306.60 , $ -   ,242077,0, $ 635.64 , $ -   ,270685,0, $ 758.61 , $ -   ,335512,0, $ 737.50 , $ -   ,119587,0, $ 370.03 , $ -   ,0,0, $ -   , $ -   ,391023,325356, $ 984.26 , $ 832.75 
5,5/20/2016,CitationMachine,938599,0," $ 2,940.57 ", $ -   ,419062,0," $ 1,114.34 ", $ -   ,1001716,0," $ 2,096.18 ", $ -   ,1036717,0," $ 2,489.52 ", $ -   ,1417460,0," $ 3,057.59 ", $ -   ,380305,0, $ 843.90 , $ -   ,0,0, $ -   , $ -   ,1374994,1127090," $ 3,353.93 "," $ 2,857.28 "
5,5/20/2016,EasyBib,911693,0," $ 3,003.45 ", $ -   ,427469,0," $ 1,061.94 ", $ -   ,679579,0," $ 1,628.41 ", $ -   ,1057770,0," $ 2,850.11 ", $ -   ,1050203,0," $ 2,682.32 ", $ -   ,320985,0, $ 712.94 , $ -   ,0,0, $ -   , $ -   ,1597255,1386418," $ 3,942.00 "," $ 3,499.57 "
5,5/21/2016,BibMe,122103,0, $ 430.27 , $ -   ,100195,0, $ 239.33 , $ -   ,134163,0, $ 427.64 , $ -   ,154981,0, $ 468.81 , $ -   ,167821,0, $ 469.11 , $ -   ,71465,0, $ 257.43 , $ -   ,0,0, $ -   , $ -   ,216360,193493, $ 598.55 , $ 553.47 
5,5/21/2016,CitationMachine,698759,0," $ 2,373.01 ", $ -   ,311457,0, $ 831.78 , $ -   ,575274,0," $ 1,459.43 ", $ -   ,612388,0," $ 1,758.48 ", $ -   ,876146,0," $ 2,282.30 ", $ -   ,252475,0, $ 700.64 , $ -   ,0,0, $ -   , $ -   ,884839,788686," $ 2,348.93 "," $ 2,159.03 "
5,5/21/2016,EasyBib,454497,0," $ 1,649.04 ", $ -   ,212521,0, $ 552.43 , $ -   ,266326,0, $ 748.80 , $ -   ,437242,0," $ 1,367.23 ", $ -   ,407891,0," $ 1,274.43 ", $ -   ,119818,0, $ 346.29 , $ -   ,0,0, $ -   , $ -   ,547171,524130," $ 1,621.43 "," $ 1,630.35 "
5,5/22/2016,BibMe,262687,0, $ 859.95 , $ -   ,194887,0, $ 472.23 , $ -   ,264025,0, $ 754.97 , $ -   ,295915,0, $ 902.36 , $ -   ,361671,0," $ 1,010.76 ", $ -   ,151336,0, $ 470.11 , $ -   ,0,0, $ -   , $ -   ,441197,437863," $ 1,140.46 "," $ 1,169.15 "
5,5/22/2016,CitationMachine,1415799,0," $ 4,509.67 ", $ -   ,593803,0," $ 1,627.97 ", $ -   ,1125856,0," $ 2,610.52 ", $ -   ,1311047,0," $ 3,452.01 ", $ -   ,1796223,0," $ 4,526.76 ", $ -   ,513483,0," $ 1,277.67 ", $ -   ,0,0, $ -   , $ -   ,1750196,1686398," $ 4,366.70 "," $ 4,419.55 "
5,5/22/2016,EasyBib,1243656,0," $ 4,187.35 ", $ -   ,533421,0," $ 1,372.06 ", $ -   ,761825,0," $ 1,785.65 ", $ -   ,1187959,0," $ 3,544.36 ", $ -   ,1041243,0," $ 3,145.04 ", $ -   ,331075,0, $ 840.74 , $ -   ,0,0, $ -   , $ -   ,1395560,1491701," $ 3,857.64 "," $ 4,348.57 "
5,5/23/2016,BibMe,284361,0, $ 883.89 , $ -   ,180995,0, $ 426.07 , $ -   ,324716,0, $ 830.97 , $ -   ,359951,0," $ 1,043.35 ", $ -   ,510305,0," $ 1,216.39 ", $ -   ,192471,0, $ 507.87 , $ -   ,0,0, $ -   , $ -   ,565983,501903," $ 1,447.69 "," $ 1,319.29 "
5,5/23/2016,CitationMachine,1355346,0," $ 4,152.34 ", $ -   ,605458,0," $ 1,606.71 ", $ -   ,1222948,0," $ 2,754.53 ", $ -   ,1324786,0," $ 3,342.78 ", $ -   ,2075734,0," $ 4,649.36 ", $ -   ,614392,0," $ 1,300.67 ", $ -   ,0,0, $ -   , $ -   ,2077967,1834947," $ 5,124.46 "," $ 4,671.59 "
5,5/23/2016,EasyBib,1465590,0," $ 4,699.83 ", $ -   ,660704,0," $ 1,637.63 ", $ -   ,1012405,0," $ 2,322.84 ", $ -   ,1615551,0," $ 4,521.89 ", $ -   ,1566291,0," $ 4,093.11 ", $ -   ,521194,0," $ 1,201.37 ", $ -   ,0,0, $ -   , $ -   ,2170756,2058408," $ 5,565.40 "," $ 5,532.25 "
5,5/24/2016,BibMe,280340,0, $ 867.09 , $ -   ,164454,0, $ 385.08 , $ -   ,335085,0, $ 881.69 , $ -   ,351340,0, $ 949.74 , $ -   ,460893,0," $ 1,110.69 ", $ -   ,197407,0, $ 446.55 , $ -   ,0,0, $ -   , $ -   ,543377,468575," $ 1,273.47 "," $ 1,124.59 "
5,5/24/2016,CitationMachine,1325013,0," $ 4,017.52 ", $ -   ,530827,0," $ 1,364.78 ", $ -   ,1283922,0," $ 2,638.88 ", $ -   ,1121690,0," $ 3,000.07 ", $ -   ,1892631,0," $ 4,104.40 ", $ -   ,679341,0," $ 1,343.19 ", $ -   ,0,0, $ -   , $ -   ,2023884,1754697," $ 4,693.18 "," $ 4,209.24 "
5,5/24/2016,EasyBib,1296647,0," $ 4,135.21 ", $ -   ,508822,0," $ 1,279.67 ", $ -   ,833487,0," $ 2,052.44 ", $ -   ,1545658,0," $ 4,277.99 ", $ -   ,1167572,0," $ 3,229.32 ", $ -   ,534881,0," $ 1,169.71 ", $ -   ,0,0, $ -   , $ -   ,2192210,2054833," $ 5,485.27 "," $ 5,407.16 "
5,5/25/2016,BibMe,309821,0, $ 982.30 , $ -   ,168973,0, $ 386.91 , $ -   ,347468,0, $ 911.80 , $ -   ,348765,0, $ 941.42 , $ -   ,436927,0," $ 1,089.47 ", $ -   ,187670,0, $ 454.58 , $ -   ,0,0, $ -   , $ -   ,522034,474417," $ 1,233.29 "," $ 1,190.93 "
5,5/25/2016,CitationMachine,1487561,0," $ 4,689.20 ", $ -   ,595765,0," $ 1,534.13 ", $ -   ,1294257,0," $ 2,787.42 ", $ -   ,1037055,0," $ 2,817.78 ", $ -   ,1737735,0," $ 4,057.88 ", $ -   ,653086,0," $ 1,442.41 ", $ -   ,0,0, $ -   , $ -   ,2079439,1870876," $ 4,910.14 "," $ 4,731.35 "
5,5/25/2016,EasyBib,1361886,0," $ 4,405.13 ", $ -   ,524873,0," $ 1,324.49 ", $ -   ,800289,0," $ 2,007.66 ", $ -   ,1320899,0," $ 3,685.13 ", $ -   ,1205166,0," $ 3,290.09 ", $ -   ,501646,0," $ 1,130.39 ", $ -   ,0,0, $ -   , $ -   ,2137960,2058984," $ 5,328.85 "," $ 5,489.77 "
5,5/26/2016,BibMe,275301,0, $ 883.33 , $ -   ,171170,0, $ 398.13 , $ -   ,333903,0, $ 890.39 , $ -   ,353462,0, $ 967.88 , $ -   ,365540,0," $ 1,015.78 ", $ -   ,204732,0, $ 508.28 , $ -   ,0,0, $ -   , $ -   ,557454,501111," $ 1,239.61 "," $ 1,153.58 "
5,5/26/2016,CitationMachine,1405349,0," $ 4,437.42 ", $ -   ,580253,0," $ 1,500.16 ", $ -   ,1414639,0," $ 2,729.82 ", $ -   ,885879,0," $ 2,445.96 ", $ -   ,1561036,0," $ 3,980.17 ", $ -   ,602269,0," $ 1,450.66 ", $ -   ,0,0, $ -   , $ -   ,1893423,1668051," $ 4,592.43 "," $ 4,214.30 "
5,5/26/2016,EasyBib,1231760,0," $ 3,999.46 ", $ -   ,502527,0," $ 1,274.51 ", $ -   ,867056,0," $ 2,015.95 ", $ -   ,1130528,0," $ 3,238.62 ", $ -   ,998205,0," $ 2,832.76 ", $ -   ,497313,0," $ 1,194.12 ", $ -   ,0,0, $ -   , $ -   ,1929270,1857865," $ 4,882.23 "," $ 4,988.44 "
5,5/27/2016,BibMe,199116,0, $ 645.37 , $ -   ,145118,0, $ 362.79 , $ -   ,232228,0, $ 620.88 , $ -   ,241222,0, $ 665.41 , $ -   ,190844,0, $ 577.03 , $ -   ,132122,0, $ 330.60 , $ -   ,0,0, $ -   , $ -   ,418133,348720, $ 911.31 , $ 769.31 
5,5/27/2016,CitationMachine,1049371,0," $ 3,336.13 ", $ -   ,411957,0," $ 1,071.82 ", $ -   ,965535,0," $ 1,969.38 ", $ -   ,671500,0," $ 1,877.41 ", $ -   ,1070022,0," $ 2,744.31 ", $ -   ,397742,0," $ 1,005.45 ", $ -   ,0,0, $ -   , $ -   ,1360374,1098616," $ 3,407.63 "," $ 2,904.11 "
5,5/27/2016,EasyBib,742166,0," $ 2,432.99 ", $ -   ,305693,0, $ 781.65 , $ -   ,511606,0," $ 1,307.14 ", $ -   ,724643,0," $ 2,106.70 ", $ -   ,697169,0," $ 2,064.63 ", $ -   ,290281,0, $ 712.45 , $ -   ,0,0, $ -   , $ -   ,1244165,1060876," $ 3,206.47 "," $ 2,796.34 "
5,5/28/2016,BibMe,116480,0, $ 400.43 , $ -   ,113310,0, $ 314.10 , $ -   ,132620,0, $ 391.25 , $ -   ,133906,0, $ 419.39 , $ -   ,101585,0, $ 350.37 , $ -   ,72691,0, $ 220.45 , $ -   ,0,0, $ -   , $ -   ,248071,228323, $ 542.54 , $ 517.42 
5,5/28/2016,CitationMachine,696897,0," $ 2,347.04 ", $ -   ,329469,0, $ 900.50 , $ -   ,557580,0," $ 1,401.87 ", $ -   ,426673,0," $ 1,351.70 ", $ -   ,658991,0," $ 1,961.21 ", $ -   ,231827,0, $ 724.90 , $ -   ,0,0, $ -   , $ -   ,823148,733451," $ 2,223.32 "," $ 2,035.13 "
5,5/28/2016,EasyBib,287308,0," $ 1,011.88 ", $ -   ,119067,0, $ 323.17 , $ -   ,165610,0, $ 482.90 , $ -   ,228594,0, $ 813.98 , $ -   ,209332,0, $ 694.80 , $ -   ,85497,0, $ 263.75 , $ -   ,0,0, $ -   , $ -   ,353919,337170," $ 1,080.44 "," $ 1,073.83 "
5,5/29/2016,BibMe,193791,0, $ 627.98 , $ -   ,192665,0, $ 519.28 , $ -   ,231641,0, $ 624.93 , $ -   ,227390,0, $ 700.26 , $ -   ,173124,0, $ 549.57 , $ -   ,108163,0, $ 281.25 , $ -   ,0,0, $ -   , $ -   ,423537,402421, $ 841.67 , $ 808.33 
5,5/29/2016,CitationMachine,1065031,0," $ 3,403.99 ", $ -   ,528827,0," $ 1,434.50 ", $ -   ,1093989,0," $ 2,112.83 ", $ -   ,692568,0," $ 2,120.01 ", $ -   ,1177873,0," $ 3,277.34 ", $ -   ,328804,0, $ 931.57 , $ -   ,0,0, $ -   , $ -   ,1456827,1351834," $ 3,601.66 "," $ 3,451.23 "
5,5/29/2016,EasyBib,398110,0," $ 1,318.99 ", $ -   ,177539,0, $ 480.89 , $ -   ,504972,0," $ 1,203.42 ", $ -   ,337211,0," $ 1,134.14 ", $ -   ,314039,0, $ 973.38 , $ -   ,117153,0, $ 314.62 , $ -   ,0,0, $ -   , $ -   ,535074,535621," $ 1,576.42 "," $ 1,644.24 "
5,5/30/2016,BibMe,200933,0, $ 598.51 , $ -   ,247283,0, $ 654.22 , $ -   ,339002,0, $ 797.04 , $ -   ,321766,0, $ 897.19 , $ -   ,214751,0, $ 628.35 , $ -   ,130498,0, $ 313.14 , $ -   ,0,0, $ -   , $ -   ,577098,544911," $ 1,113.29 "," $ 1,086.43 "
5,5/30/2016,CitationMachine,1042889,0," $ 3,026.86 ", $ -   ,567347,0," $ 1,461.85 ", $ -   ,1338284,0," $ 2,325.48 ", $ -   ,821063,0," $ 2,348.30 ", $ -   ,1249791,0," $ 3,018.98 ", $ -   ,323434,0, $ 766.15 , $ -   ,0,0, $ -   , $ -   ,1609478,1453322," $ 3,584.20 "," $ 3,374.63 "
5,5/30/2016,EasyBib,849400,0," $ 2,472.83 ", $ -   ,363325,0, $ 945.02 , $ -   ,904687,0," $ 1,971.09 ", $ -   ,868572,0," $ 2,636.13 ", $ -   ,690725,0," $ 2,031.04 ", $ -   ,253924,0, $ 645.97 , $ -   ,0,0, $ -   , $ -   ,1209547,1269610," $ 3,170.87 "," $ 3,502.10 "
5,5/31/2016,BibMe,223477,0, $ 621.48 , $ -   ,259094,0, $ 700.78 , $ -   ,343235,0, $ 778.79 , $ -   ,309613,0, $ 823.94 , $ -   ,260918,0, $ 709.89 , $ -   ,187031,0, $ 425.74 , $ -   ,0,0, $ -   , $ -   ,700874,653394," $ 1,262.36 "," $ 1,197.88 "
5,5/31/2016,CitationMachine,1034992,0," $ 2,872.08 ", $ -   ,537620,0," $ 1,337.54 ", $ -   ,1074746,0," $ 2,132.83 ", $ -   ,865911,0," $ 2,364.13 ", $ -   ,1318532,0," $ 3,067.63 ", $ -   ,436993,0," $ 1,007.34 ", $ -   ,0,0, $ -   , $ -   ,1698287,1501300," $ 3,750.05 "," $ 3,487.83 "
5,5/31/2016,EasyBib,1042102,0," $ 2,896.90 ", $ -   ,482221,0," $ 1,193.12 ", $ -   ,804722,0," $ 1,707.20 ", $ -   ,1087032,0," $ 3,071.75 ", $ -   ,1024583,0," $ 2,723.39 ", $ -   ,442835,0, $ 990.02 , $ -   ,0,0, $ -   , $ -   ,1714921,1667768," $ 4,044.09 "," $ 4,162.42 "
5,Total,Total,84587170,0," $ 247,162.93 ", $ -   ,45616910,0," $ 116,132.72 ", $ -   ,79000538,0," $ 171,002.33 ", $ -   ,94799411,0," $ 273,833.89 ", $ -   ,117635359,0," $ 287,377.24 ", $ -   ,37633172,0," $ 81,831.51 ", $ -   ,0,0, $ -   , $ -   ,150229985,139735441," $ 364,346.77 "," $ 351,640.63 "
6,6/1/2016,BibMe,153766,0, $ 406.86 , $ -   ,133352,0, $ 327.59 , $ -   ,310970,0, $ 681.57 , $ -   ,525248,0," $ 1,394.58 ", $ -   ,240311,0, $ 613.45 , $ -   ,217200,0, $ 482.56 , $ -   ,0,0, $ -   , $ -   ,801493,752649," $ 1,281.94 "," $ 1,200.33 "
6,6/1/2016,CitationMachine,820104,0," $ 2,327.93 ", $ -   ,408367,0," $ 1,026.78 ", $ -   ,891127,0," $ 1,895.47 ", $ -   ,715925,0," $ 2,070.58 ", $ -   ,1072553,0," $ 2,533.56 ", $ -   ,539772,0," $ 1,218.88 ", $ -   ,0,0, $ -   , $ -   ,1683254,1479199," $ 3,524.14 "," $ 3,185.66 "
6,6/1/2016,EasyBib,683199,0," $ 1,863.92 ", $ -   ,361433,0, $ 889.76 , $ -   ,632401,0," $ 1,404.39 ", $ -   ,890863,0," $ 2,733.94 ", $ -   ,832706,0," $ 2,165.42 ", $ -   ,523416,0," $ 1,084.16 ", $ -   ,0,0, $ -   , $ -   ,1629929,1545606," $ 3,786.03 "," $ 3,666.29 "
6,6/2/2016,BibMe,79012,0, $ 208.00 , $ -   ,60962,0, $ 140.18 , $ -   ,192876,0, $ 419.24 , $ -   ,268228,0, $ 703.87 , $ -   ,2079532,0," $ 38,852.53 ", $ -   ,105707,0, $ 233.57 , $ -   ,0,0, $ -   , $ -   ,920006,893747," $ 7,756.83 "," $ 1,089.51 "
6,6/2/2016,CitationMachine,763036,0," $ 2,234.80 ", $ -   ,390082,0, $ 973.82 , $ -   ,860950,0," $ 2,001.60 ", $ -   ,661276,0," $ 1,858.68 ", $ -   ,1002631,0," $ 2,411.25 ", $ -   ,510699,0," $ 1,170.27 ", $ -   ,0,0, $ -   , $ -   ,1578138,1382542," $ 3,356.91 "," $ 3,026.04 "
6,6/2/2016,EasyBib,616383,0," $ 1,730.72 ", $ -   ,329321,0, $ 812.83 , $ -   ,607658,0," $ 1,455.60 ", $ -   ,808130,0," $ 2,247.59 ", $ -   ,896233,0," $ 2,391.11 ", $ -   ,485974,0," $ 1,004.15 ", $ -   ,0,0, $ -   , $ -   ,1552578,1530577," $ 3,447.32 "," $ 3,508.16 "
6,6/3/2016,BibMe,66626,0, $ 218.44 , $ -   ,33220,0, $ 80.53 , $ -   ,86244,0, $ 234.13 , $ -   ,122006,0, $ 389.10 , $ -   ,2506097,0," $ 49,347.77 ", $ -   ,48409,0, $ 126.65 , $ -   ,0,0, $ -   , $ -   ,1206942,1087203," $ 12,653.85 "," $ 1,146.37 "
6,6/3/2016,CitationMachine,605524,0," $ 1,887.18 ", $ -   ,360088,0, $ 912.61 , $ -   ,616506,0," $ 1,567.84 ", $ -   ,515616,0," $ 1,505.48 ", $ -   ,664736,0," $ 1,801.07 ", $ -   ,351184,0, $ 860.62 , $ -   ,0,0, $ -   , $ -   ,1123069,918282," $ 2,613.46 "," $ 2,239.52 "
6,6/3/2016,EasyBib,455211,0," $ 1,372.32 ", $ -   ,280284,0, $ 693.43 , $ -   ,383285,0, $ 992.63 , $ -   ,615648,0," $ 1,729.68 ", $ -   ,483786,0," $ 1,266.33 ", $ -   ,313727,0, $ 656.49 , $ -   ,0,0, $ -   , $ -   ,1088046,929865," $ 2,532.22 "," $ 2,237.37 "
6,6/4/2016,BibMe,83632,0, $ 281.55 , $ -   ,56176,0, $ 143.86 , $ -   ,152945,0, $ 425.59 , $ -   ,197901,0, $ 656.08 , $ -   ,71914,0, $ 232.23 , $ -   ,70907,0, $ 213.17 , $ -   ,0,0, $ -   , $ -   ,1047394,987974," $ 2,965.06 "," $ 1,189.93 "
6,6/4/2016,CitationMachine,521276,0," $ 1,765.51 ", $ -   ,300995,0, $ 795.70 , $ -   ,467623,0," $ 1,352.74 ", $ -   ,387589,0," $ 1,207.80 ", $ -   ,552693,0," $ 1,589.06 ", $ -   ,250011,0, $ 745.75 , $ -   ,0,0, $ -   , $ -   ,813571,723287," $ 2,022.08 "," $ 1,857.26 "
6,6/4/2016,EasyBib,243504,0, $ 824.61 , $ -   ,149451,0, $ 387.24 , $ -   ,176844,0, $ 537.75 , $ -   ,287765,0, $ 891.02 , $ -   ,225848,0, $ 673.43 , $ -   ,129108,0, $ 330.57 , $ -   ,0,0, $ -   , $ -   ,479211,467564," $ 1,261.43 "," $ 1,273.36 "
6,6/5/2016,BibMe,148006,0, $ 447.41 , $ -   ,104919,0, $ 254.60 , $ -   ,292418,0, $ 760.95 , $ -   ,425391,0," $ 1,298.26 ", $ -   ,157475,0, $ 472.86 , $ -   ,161135,0, $ 418.31 , $ -   ,0,0, $ -   , $ -   ,2108541,2075069," $ 5,938.85 "," $ 2,143.31 "
6,6/5/2016,CitationMachine,833479,0," $ 2,613.87 ", $ -   ,526270,0," $ 1,374.22 ", $ -   ,830331,0," $ 2,192.88 ", $ -   ,711941,0," $ 2,105.40 ", $ -   ,1100340,0," $ 2,936.74 ", $ -   ,478178,0," $ 1,263.66 ", $ -   ,0,0, $ -   , $ -   ,1548884,1452880," $ 3,552.57 "," $ 3,469.62 "
6,6/5/2016,EasyBib,494555,0," $ 1,477.42 ", $ -   ,328912,0, $ 838.59 , $ -   ,474904,0," $ 1,184.98 ", $ -   ,681757,0," $ 2,043.86 ", $ -   ,565236,0," $ 1,538.37 ", $ -   ,343473,0, $ 793.99 , $ -   ,0,0, $ -   , $ -   ,1205853,1277396," $ 2,938.45 "," $ 3,241.74 "
6,6/6/2016,BibMe,139191,0, $ 391.88 , $ -   ,95602,0, $ 222.05 , $ -   ,302511,0, $ 691.27 , $ -   ,392138,0," $ 1,099.88 ", $ -   ,174667,0, $ 463.05 , $ -   ,163770,0, $ 385.46 , $ -   ,0,0, $ -   , $ -   ,1853547,1665981," $ 5,294.18 "," $ 1,826.16 "
6,6/6/2016,CitationMachine,754805,0," $ 2,287.91 ", $ -   ,436484,0," $ 1,098.47 ", $ -   ,1059780,0," $ 2,000.82 ", $ -   ,665952,0," $ 1,925.16 ", $ -   ,1107550,0," $ 2,635.35 ", $ -   ,491010,0," $ 1,122.81 ", $ -   ,0,0, $ -   , $ -   ,1548170,1323623," $ 3,458.40 "," $ 3,065.73 "
6,6/6/2016,EasyBib,589347,0," $ 1,666.69 ", $ -   ,362727,0, $ 890.20 , $ -   ,658359,0," $ 1,408.70 ", $ -   ,887737,0," $ 2,549.65 ", $ -   ,740233,0," $ 1,847.79 ", $ -   ,466174,0, $ 978.32 , $ -   ,0,0, $ -   , $ -   ,1718054,1653212," $ 3,984.85 "," $ 4,008.04 "
6,6/7/2016,BibMe,112121,0, $ 331.01 , $ -   ,94272,0, $ 217.14 , $ -   ,280429,0, $ 760.91 , $ -   ,346657,0, $ 994.63 , $ -   ,201041,0, $ 525.04 , $ -   ,128436,0, $ 302.36 , $ -   ,0,0, $ -   , $ -   ,1653528,1542005," $ 4,651.67 "," $ 1,580.99 "
6,6/7/2016,CitationMachine,712747,0," $ 2,175.38 ", $ -   ,449789,0," $ 1,129.35 ", $ -   ,842788,0," $ 2,174.52 ", $ -   ,593324,0," $ 1,715.49 ", $ -   ,1041983,0," $ 2,541.06 ", $ -   ,406605,0, $ 943.05 , $ -   ,0,0, $ -   , $ -   ,1465843,1291228," $ 3,357.28 "," $ 3,031.06 "
6,6/7/2016,EasyBib,471031,0," $ 1,387.93 ", $ -   ,340529,0, $ 834.50 , $ -   ,540247,0," $ 1,301.82 ", $ -   ,792559,0," $ 2,274.98 ", $ -   ,712446,0," $ 1,921.78 ", $ -   ,368034,0, $ 785.78 , $ -   ,0,0, $ -   , $ -   ,1597657,1523512," $ 3,896.66 "," $ 3,843.04 "
6,6/8/2016,BibMe,118364,0, $ 392.96 , $ -   ,108579,0, $ 255.12 , $ -   ,463491,0," $ 1,015.63 ", $ -   ,345171,0," $ 1,077.51 ", $ -   ,239914,0, $ 635.30 , $ -   ,144761,0, $ 367.88 , $ -   ,0,0, $ -   , $ -   ,1808814,1673748," $ 5,054.18 "," $ 1,726.49 "
6,6/8/2016,CitationMachine,760186,0," $ 2,526.12 ", $ -   ,509811,0," $ 1,285.58 ", $ -   ,914461,0," $ 1,987.07 ", $ -   ,616398,0," $ 1,847.23 ", $ -   ,1045376,0," $ 2,638.02 ", $ -   ,458158,0," $ 1,102.33 ", $ -   ,0,0, $ -   , $ -   ,1519309,1348671," $ 3,473.00 "," $ 3,211.90 "
6,6/8/2016,EasyBib,453880,0," $ 1,389.97 ", $ -   ,331264,0, $ 818.29 , $ -   ,533339,0," $ 1,316.09 ", $ -   ,721756,0," $ 2,154.75 ", $ -   ,689873,0," $ 1,881.38 ", $ -   ,386091,0, $ 863.74 , $ -   ,0,0, $ -   , $ -   ,1380133,1320487," $ 3,462.08 "," $ 3,443.12 "
6,6/9/2016,BibMe,116878,0, $ 385.86 , $ -   ,92306,0, $ 221.31 , $ -   ,218735,0, $ 666.45 , $ -   ,376172,0," $ 1,162.98 ", $ -   ,230582,0, $ 624.04 , $ -   ,130141,0, $ 343.61 , $ -   ,0,0, $ -   , $ -   ,1990894,1869683," $ 5,528.31 "," $ 1,825.45 "
6,6/9/2016,CitationMachine,745414,0," $ 2,410.32 ", $ -   ,513163,0," $ 1,299.67 ", $ -   ,788850,0," $ 1,849.98 ", $ -   ,609523,0," $ 1,806.31 ", $ -   ,993827,0," $ 2,449.83 ", $ -   ,471362,0," $ 1,110.69 ", $ -   ,0,0, $ -   , $ -   ,1496766,1304544," $ 3,266.49 "," $ 2,906.71 "
