,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue ,DFP Imp,Paid Impression, DFP Revenue , Ad Revenue 
Date,SUM of Abra_1,SUM of Abra_2,SUM of  Abra_3 ,SUM of  Abra_4 ,SUM of Arbok_1,SUM of Arbok_2,SUM of  Arbok_3 ,SUM of  Arbok_4 ,SUM of Diglett Media_1,SUM of Diglett Media_2,SUM of  Diglett Media_3 ,SUM of  Diglett Media_4 ,SUM of Ivysaur_1,SUM of Ivysaur_2,SUM of  Ivysaur_3 ,SUM of  Ivysaur_4 ,SUM of Onix_1,SUM of Onix_2,SUM of  Onix_3 ,SUM of  Onix_4 ,SUM of Snorlax_1,SUM of Snorlax_2,SUM of  Snorlax_3 ,SUM of  Snorlax_4 ,SUM of SPEAROW_1,SUM of SPEAROW_2,SUM of  SPEAROW_3 ,SUM of  SPEAROW_4 
10/28/2016,7253724,0," $ 21,943.21 ", $ -   ,2840450,0," $ 7,145.16 ", $ -   ,5266212,0," $ 9,692.55 ", $ -   ,4454678,0," $ 8,562.60 ", $ -   ,5637393,0," $ 9,566.90 ", $ -   ,3528276,0," $ 6,287.70 ", $ -   ,10400893,8555198," $ 23,784.76 "," $ 19,230.12 "
10/29/2016,4118084,0," $ 13,792.64 ", $ -   ,1961312,0," $ 4,967.29 ", $ -   ,2907730,0," $ 6,993.69 ", $ -   ,2733929,0," $ 5,736.27 ", $ -   ,2572467,0," $ 5,110.04 ", $ -   ,1930315,0," $ 3,925.87 ", $ -   ,5771481,5151816," $ 14,889.36 "," $ 13,393.99 "
10/30/2016,9026988,0," $ 26,173.19 ", $ -   ,3875922,0," $ 9,631.52 ", $ -   ,6419320,0," $ 13,037.22 ", $ -   ,6190191,0," $ 11,052.05 ", $ -   ,6774785,0," $ 12,755.08 ", $ -   ,4571307,0," $ 7,816.81 ", $ -   ,14488607,14152273," $ 35,109.10 "," $ 34,545.26 "
10/31/2016,11670893,0," $ 32,078.93 ", $ -   ,3389706,0," $ 8,678.59 ", $ -   ,8023588,0," $ 14,771.51 ", $ -   ,7118179,0," $ 12,248.47 ", $ -   ,8445864,0," $ 13,874.77 ", $ -   ,4764722,0," $ 7,809.68 ", $ -   ,14153262,12004688," $ 32,605.08 "," $ 27,489.62 "
11/1/2016,8719140,0," $ 22,884.74 ", $ -   ,2941218,0," $ 7,850.48 ", $ -   ,6842440,0," $ 13,544.24 ", $ -   ,6507303,0," $ 12,323.99 ", $ -   ,10409871,0," $ 16,211.06 ", $ -   ,4991343,0," $ 8,508.79 ", $ -   ,12732416,11547430," $ 29,268.88 "," $ 24,499.36 "
11/2/2016,8889369,0," $ 29,245.95 ", $ -   ,3188969,0," $ 9,199.06 ", $ -   ,6334439,0," $ 15,768.41 ", $ -   ,6436065,0," $ 13,816.13 ", $ -   ,10497922,0," $ 18,443.15 ", $ -   ,5714577,0," $ 10,504.78 ", $ -   ,14008408,12312079," $ 37,163.55 "," $ 27,318.74 "
11/3/2016,8316225,0," $ 23,603.81 ", $ -   ,3053722,0," $ 8,039.53 ", $ -   ,6707393,0," $ 15,243.19 ", $ -   ,6981471,0," $ 12,875.53 ", $ -   ,10008997,0," $ 14,843.87 ", $ -   ,5388750,0," $ 9,115.48 ", $ -   ,14718635,10353424," $ 32,175.63 "," $ 24,073.18 "
11/4/2016,5508980,0," $ 15,246.83 ", $ -   ,1803269,0," $ 4,637.84 ", $ -   ,5577743,0," $ 10,863.07 ", $ -   ,5804902,0," $ 10,393.44 ", $ -   ,6791783,0," $ 9,982.31 ", $ -   ,3573213,0," $ 5,807.63 ", $ -   ,12308668,9915464," $ 26,247.37 "," $ 21,630.04 "
11/5/2016,2938839,0," $ 9,696.48 ", $ -   ,1515006,0," $ 3,971.81 ", $ -   ,2489467,0," $ 6,087.09 ", $ -   ,2785765,0," $ 6,257.00 ", $ -   ,2307323,0," $ 4,321.51 ", $ -   ,1604469,0," $ 3,219.92 ", $ -   ,5521366,5639181," $ 14,837.29 "," $ 15,093.42 "
11/6/2016,7721898,0," $ 24,484.65 ", $ -   ,3899584,0," $ 9,936.30 ", $ -   ,6500302,0," $ 14,524.97 ", $ -   ,9160102,0," $ 16,548.73 ", $ -   ,7649965,0," $ 12,813.39 ", $ -   ,5467937,0," $ 9,100.72 ", $ -   ,16289549,14247247," $ 41,948.82 "," $ 37,834.64 "
11/7/2016,8757960,0," $ 24,207.11 ", $ -   ,3726742,0," $ 9,429.91 ", $ -   ,8480471,0," $ 16,799.28 ", $ -   ,10528971,0," $ 18,777.88 ", $ -   ,10153394,0," $ 14,642.93 ", $ -   ,6289476,0," $ 10,069.45 ", $ -   ,19872949,11894065," $ 43,846.03 "," $ 31,431.81 "
11/8/2016,8229958,0," $ 21,087.01 ", $ -   ,3115595,0," $ 7,921.46 ", $ -   ,7784893,0," $ 15,475.72 ", $ -   ,10226025,0," $ 18,739.64 ", $ -   ,9124437,0," $ 12,925.47 ", $ -   ,5684449,0," $ 8,997.11 ", $ -   ,17614012,10688156," $ 37,403.51 "," $ 25,822.07 "
11/9/2016,8825062,0," $ 21,632.12 ", $ -   ,3125651,0," $ 7,552.69 ", $ -   ,6377693,0," $ 12,947.36 ", $ -   ,11129234,0," $ 15,606.61 ", $ -   ,9478237,0," $ 12,207.37 ", $ -   ,5654091,0," $ 8,907.25 ", $ -   ,18979515,15561703," $ 35,077.17 "," $ 30,751.80 "
11/10/2016,8526560,0," $ 23,052.09 ", $ -   ,3602294,0," $ 8,626.97 ", $ -   ,5908755,0," $ 12,264.45 ", $ -   ,10918980,0," $ 15,900.42 ", $ -   ,8390759,0," $ 11,618.67 ", $ -   ,5980215,0," $ 8,876.56 ", $ -   ,19908247,15033797," $ 35,537.14 "," $ 28,673.60 "
11/11/2016,5646015,0," $ 16,109.87 ", $ -   ,2832415,0," $ 6,917.87 ", $ -   ,3745175,0," $ 8,675.21 ", $ -   ,7381840,0," $ 11,702.18 ", $ -   ,5872888,0," $ 8,850.65 ", $ -   ,3430671,0," $ 5,957.95 ", $ -   ,12971349,9499360," $ 24,838.63 "," $ 19,465.51 "
11/12/2016,3877966,0," $ 12,426.97 ", $ -   ,3322363,0," $ 7,991.40 ", $ -   ,2538734,0," $ 6,925.27 ", $ -   ,4833641,0," $ 9,239.12 ", $ -   ,3428326,0," $ 5,860.88 ", $ -   ,2229318,0," $ 4,518.14 ", $ -   ,9728092,7659363," $ 21,694.03 "," $ 18,216.76 "
11/13/2016,8582606,0," $ 24,911.54 ", $ -   ,5722623,0," $ 13,826.75 ", $ -   ,5771704,0," $ 14,043.68 ", $ -   ,12766513,0," $ 21,203.22 ", $ -   ,8608862,0," $ 13,257.19 ", $ -   ,6224340,0," $ 10,545.07 ", $ -   ,23021095,19264374," $ 45,567.27 "," $ 40,970.94 "
11/14/2016,10942522,0," $ 30,681.56 ", $ -   ,4867991,0," $ 11,796.53 ", $ -   ,6969891,0," $ 14,614.39 ", $ -   ,16439294,0," $ 24,130.37 ", $ -   ,12894600,0," $ 17,010.11 ", $ -   ,9086541,0," $ 13,295.81 ", $ -   ,30078832,14148483," $ 53,552.06 "," $ 30,948.80 "
11/15/2016,11775660,11193856," $ 33,316.20 "," $ 31,738.22 ",4701957,4432116," $ 11,669.99 "," $ 11,062.38 ",8389165,7609646," $ 16,916.87 "," $ 15,200.90 ",16978341,15896497," $ 24,877.16 "," $ 23,397.48 ",12555185,11891148," $ 16,973.69 "," $ 16,046.54 ",8222681,7531764," $ 12,799.64 "," $ 11,704.93 ",29746022,26712413," $ 53,695.55 "," $ 48,266.58 "
11/16/2016,12302372,11679950," $ 33,856.29 "," $ 32,197.29 ",5042375,4752711," $ 12,308.31 "," $ 11,637.96 ",7972184,7226699," $ 18,155.14 "," $ 16,374.14 ",18536661,17363191," $ 26,742.57 "," $ 25,177.74 ",12627928,11855620," $ 17,595.50 "," $ 16,546.28 ",8322773,7646018," $ 12,724.50 "," $ 11,711.73 ",31747058,28524604," $ 57,163.20 "," $ 52,039.67 "
11/17/2016,13009196,12299905," $ 39,185.18 "," $ 37,119.62 ",4887119,4615467," $ 11,920.51 "," $ 11,296.47 ",8698730,7838307," $ 19,282.04 "," $ 17,288.46 ",16529314,15416718," $ 24,236.44 "," $ 22,709.07 ",12808961,11880575," $ 18,042.42 "," $ 16,701.54 ",8804589,8074163," $ 13,393.21 "," $ 12,261.48 ",30089817,26240151," $ 51,788.23 "," $ 45,122.40 "
11/18/2016,8344766,7968386," $ 25,027.16 "," $ 23,948.09 ",3911617,3730844," $ 9,624.76 "," $ 9,217.42 ",5871108,5315029," $ 14,392.38 "," $ 12,912.99 ",11956254,11202995," $ 20,466.05 "," $ 19,298.31 ",8394899,7909374," $ 12,385.53 "," $ 11,678.88 ",6394175,5928759," $ 10,007.35 "," $ 9,310.06 ",20652817,17212513," $ 37,803.12 "," $ 30,950.54 "
11/19/2016,4855065,4677418," $ 15,937.43 "," $ 15,362.07 ",3347630,3213267," $ 8,193.39 "," $ 7,899.43 ",3302354,3000066," $ 9,826.33 "," $ 8,804.05 ",6113642,5762451," $ 12,181.36 "," $ 11,527.44 ",3951909,3682280," $ 7,026.69 "," $ 6,562.45 ",3295817,3092981," $ 5,814.61 "," $ 5,433.80 ",12148963,11161447," $ 24,640.58 "," $ 22,726.65 "
11/20/2016,10254396,9833364," $ 31,693.58 "," $ 30,430.97 ",6113880,5859391," $ 14,781.10 "," $ 14,205.07 ",7108506,6478773," $ 20,603.67 "," $ 18,583.82 ",14564293,13736660," $ 26,344.81 "," $ 24,958.92 ",9179271,8525899," $ 15,079.45 "," $ 14,036.80 ",6303939,5866169," $ 10,018.06 "," $ 9,312.89 ",27845456,27496264," $ 53,245.02 "," $ 53,227.74 "
11/21/2016,10928330,10455407," $ 33,007.48 "," $ 31,629.66 ",5196561,4947802," $ 12,601.34 "," $ 12,029.81 ",9240739,8520834," $ 20,070.79 "," $ 18,389.45 ",18790433,17732804," $ 29,194.77 "," $ 27,664.81 ",14358361,13514097," $ 19,325.03 "," $ 18,153.84 ",9195076,8541262," $ 13,564.87 "," $ 12,568.08 ",31962730,28570508," $ 58,635.42 "," $ 52,899.03 "
11/22/2016,9687606,9252014," $ 31,725.92 "," $ 30,368.76 ",4937441,4679945," $ 11,962.91 "," $ 11,358.49 ",7471114,6907669," $ 17,844.31 "," $ 16,538.73 ",16436329,15494322," $ 27,579.44 "," $ 26,095.11 ",10246692,9475316," $ 14,905.56 "," $ 13,771.46 ",7017281,6510399," $ 10,942.45 "," $ 10,123.34 ",27088533,23127199," $ 51,022.41 "," $ 43,450.50 "
11/23/2016,5346176,5117530," $ 17,966.46 "," $ 17,220.49 ",3037537,2863350," $ 7,875.01 "," $ 7,433.59 ",4602557,4230770," $ 10,864.26 "," $ 9,959.23 ",9217705,8668386," $ 16,192.93 "," $ 15,278.72 ",5633926,5216618," $ 8,459.77 "," $ 7,786.30 ",4288785,3963549," $ 7,237.25 "," $ 6,687.31 ",16893427,14477692," $ 33,203.85 "," $ 28,695.04 "
11/24/2016,2013619,1935937," $ 6,536.10 "," $ 6,293.27 ",1807483,1707823," $ 4,855.80 "," $ 4,605.51 ",2237728,2047635," $ 5,507.05 "," $ 5,030.10 ",4380805,4127271," $ 8,427.51 "," $ 7,959.07 ",2302875,2170095," $ 3,570.63 "," $ 3,332.12 ",2038065,1668575," $ 3,722.00 "," $ 3,081.53 ",9350281,7997113," $ 18,686.20 "," $ 16,062.00 "
11/25/2016,3198245,3064607," $ 11,787.28 "," $ 11,303.16 ",2521137,2377781," $ 6,836.04 "," $ 6,456.46 ",2699070,2472104," $ 8,307.55 "," $ 7,572.58 ",5165414,4867545," $ 12,503.67 "," $ 11,835.52 ",2635206,2483885," $ 5,036.94 "," $ 4,727.00 ",2638457,2457250," $ 5,372.56 "," $ 4,983.05 ",10575061,9606561," $ 25,249.50 "," $ 23,407.48 "
11/26/2016,4433640,4263455," $ 16,374.88 "," $ 15,771.16 ",3643303,3443871," $ 10,043.85 "," $ 9,491.31 ",3363777,3087194," $ 11,638.70 "," $ 10,658.34 ",6232311,5866017," $ 15,616.57 "," $ 14,766.09 ",3124978,2859652," $ 6,376.52 "," $ 5,794.51 ",3345935,3116895," $ 7,178.80 "," $ 6,679.58 ",13558273,12462538," $ 32,943.27 "," $ 30,325.87 "
11/27/2016,11021044,10545825," $ 38,730.42 "," $ 37,118.84 ",6898337,6498551," $ 18,612.95 "," $ 17,540.65 ",8016140,7321893," $ 25,720.84 "," $ 23,500.09 ",14611624,13712868," $ 32,169.68 "," $ 30,336.76 ",8514698,7711299," $ 14,920.06 "," $ 13,493.55 ",7820711,7211633," $ 13,765.47 "," $ 12,695.84 ",30680098,29409175," $ 69,029.64 "," $ 66,856.31 "
11/28/2016,14761035,14136446," $ 49,530.27 "," $ 47,531.75 ",9740857,9202271," $ 24,952.57 "," $ 23,610.09 ",10709833,9888521," $ 33,016.48 "," $ 30,475.93 ",22085807,20807244," $ 46,120.45 "," $ 43,706.04 ",12752165,12016636," $ 21,411.82 "," $ 20,138.80 ",10500374,9769562," $ 17,064.74 "," $ 15,839.66 ",44430686,37998103," $ 100,174.66 "," $ 85,606.02 "
11/29/2016,16535647,15824992," $ 54,953.08 "," $ 52,678.36 ",6387564,6006048," $ 18,032.73 "," $ 17,020.77 ",10940772,10094330," $ 29,464.99 "," $ 26,928.35 ",24003910,22627025," $ 42,269.72 "," $ 40,041.38 ",14005546,13365921," $ 20,794.95 "," $ 19,867.54 ",12322775,11457402," $ 18,330.18 "," $ 16,956.78 ",44696105,38546582," $ 90,370.18 "," $ 77,554.78 "
11/30/2016,18068123,17255690," $ 59,700.92 "," $ 57,098.91 ",6127597,5765807," $ 17,107.40 "," $ 16,162.49 ",10246275,9450052," $ 26,311.55 "," $ 24,019.03 ",24167907,22818318," $ 37,356.46 "," $ 35,416.95 ",15054456,14507861," $ 21,294.08 "," $ 20,515.74 ",12092947,11290640," $ 16,826.19 "," $ 15,538.93 ",40672921,36772111," $ 77,727.18 "," $ 70,204.11 "
12/1/2016,16678465,15944847," $ 53,217.89 "," $ 51,036.57 ",5295125,4999730," $ 13,688.40 "," $ 12,952.01 ",8463911,7755906," $ 20,439.04 "," $ 18,706.83 ",19267897,18172250," $ 28,438.65 "," $ 26,954.43 ",13352256,12875457," $ 17,978.43 "," $ 17,320.35 ",11522007,10725003," $ 15,916.81 "," $ 14,734.83 ",36225653,31857949," $ 67,409.78 "," $ 59,797.32 "
12/2/2016,12720063,12179199," $ 41,832.57 "," $ 40,156.33 ",3966102,3737058," $ 10,544.84 "," $ 9,971.60 ",6150894,5623598," $ 15,526.26 "," $ 14,147.40 ",13242231,12477210," $ 20,005.64 "," $ 18,938.24 ",9332086,9006195," $ 12,953.01 "," $ 12,490.67 ",8357097,7758841," $ 11,580.17 "," $ 10,621.10 ",24544273,20340524," $ 48,023.42 "," $ 39,991.17 "
12/3/2016,7303482,6796458," $ 26,682.44 "," $ 24,875.16 ",3408789,3217013," $ 9,173.15 "," $ 8,671.49 ",4169477,3853416," $ 11,943.85 "," $ 10,990.17 ",8205902,7752509," $ 14,950.05 "," $ 14,168.84 ",4668284,4513340," $ 8,032.14 "," $ 7,773.74 ",4708624,4364888," $ 7,925.63 "," $ 7,258.73 ",13979175,12523794," $ 32,890.27 "," $ 29,765.12 "
12/4/2016,15435957,14745605," $ 51,623.56 "," $ 49,387.16 ",6388456,6778709," $ 16,731.83 "," $ 17,472.19 ",8408794,7699284," $ 22,692.90 "," $ 20,646.41 ",19562975,18374730," $ 30,511.13 "," $ 28,760.15 ",12139717,11651999," $ 17,711.78 "," $ 16,998.14 ",9857624,9087013," $ 14,896.09 "," $ 13,542.98 ",30209479,29195658," $ 64,114.08 "," $ 62,631.46 "
12/5/2016,18557494,17705229," $ 59,535.17 "," $ 56,950.89 ",5879663,5634703," $ 15,182.13 "," $ 14,632.04 ",11101332,10205649," $ 25,031.28 "," $ 22,862.29 ",24553355,23067188," $ 34,889.42 "," $ 32,971.66 ",16927874,16255671," $ 22,285.63 "," $ 21,409.07 ",12388212,11471625," $ 17,732.48 "," $ 16,996.66 ",39187441,35103989," $ 76,339.77 "," $ 68,908.04 "
12/6/2016,16323895,15644361," $ 53,604.50 "," $ 51,468.66 ",5675508,5460865," $ 14,684.11 "," $ 14,231.09 ",11047891,10179605," $ 22,171.80 "," $ 20,417.85 ",21738990,20467592," $ 30,993.80 "," $ 29,395.31 ",14512655,13954915," $ 19,302.07 "," $ 18,578.65 ",11721885,10894181," $ 16,239.01 "," $ 15,328.40 ",36721636,32109316," $ 73,720.52 "," $ 64,954.15 "
12/7/2016,16664674,15938124," $ 56,766.04 "," $ 54,348.25 ",6062762,5824168," $ 15,838.84 "," $ 15,329.74 ",13443183,12437657," $ 24,931.20 "," $ 23,071.60 ",19847924,18659901," $ 29,300.61 "," $ 27,745.97 ",13916644,13405938," $ 19,426.34 "," $ 18,718.20 ",10946023,10168742," $ 15,495.01 "," $ 14,302.85 ",37713931,34267957," $ 73,322.13 "," $ 67,180.33 "
12/8/2016,15527286,14836149," $ 52,235.19 "," $ 49,955.01 ",6147345,5891604," $ 15,801.75 "," $ 15,225.39 ",11649759,10836340," $ 21,362.20 "," $ 19,868.58 ",18540767,17411444," $ 27,147.24 "," $ 25,664.80 ",13393039,12936824," $ 19,048.50 "," $ 18,395.18 ",10812704,9996220," $ 15,390.47 "," $ 14,131.49 ",36498141,33096056," $ 66,239.92 "," $ 60,048.36 "
12/9/2016,11052276,10551830," $ 37,657.96 "," $ 35,979.64 ",4983282,4775797," $ 13,167.03 "," $ 12,715.47 ",7826779,7296451," $ 15,526.85 "," $ 14,470.08 ",13050198,12225017," $ 20,122.74 "," $ 18,991.57 ",9473595,9171808," $ 14,388.18 "," $ 13,922.56 ",7969932,7470445," $ 11,897.32 "," $ 11,002.66 ",24820499,21509590," $ 48,757.43 "," $ 42,433.83 "
12/10/2016,5108365,4887067," $ 18,659.93 "," $ 17,852.67 ",3773099,3629631," $ 10,340.97 "," $ 10,006.95 ",3283401,3100064," $ 9,043.97 "," $ 8,547.74 ",7474503,7041385," $ 14,857.84 "," $ 14,062.03 ",4712084,4579709," $ 8,834.67 "," $ 8,583.34 ",3946781,3712657," $ 7,197.94 "," $ 6,717.27 ",13451355,12472884," $ 32,218.29 "," $ 30,129.87 "
12/11/2016,11122117,10587830," $ 38,255.70 "," $ 36,398.54 ",6093637,5833797," $ 16,461.84 "," $ 15,830.70 ",6416555,6044270," $ 16,096.97 "," $ 15,148.87 ",15598635,14642774," $ 26,306.35 "," $ 24,810.05 ",10548861,10182753," $ 18,005.19 "," $ 17,365.31 ",6448578,5963265," $ 11,336.16 "," $ 10,296.63 ",25944099,25895125," $ 55,787.24 "," $ 55,956.33 "
12/12/2016,14200589,13507215," $ 46,458.93 "," $ 44,213.27 ",5361974,5128025," $ 14,243.54 "," $ 13,713.33 ",10025073,9392777," $ 17,578.78 "," $ 16,540.00 ",18538723,17359144," $ 27,838.62 "," $ 26,254.50 ",14338260,13815029," $ 20,517.75 "," $ 19,773.89 ",8861013,8223072," $ 13,254.96 "," $ 12,048.76 ",30533181,28143868," $ 57,853.84 "," $ 53,520.66 "
12/13/2016,12596585,11954028," $ 40,958.94 "," $ 38,846.89 ",4703399,4503993," $ 12,081.80 "," $ 11,625.73 ",8127514,7647192," $ 13,363.74 "," $ 12,618.06 ",15744121,14776346," $ 23,762.87 "," $ 22,472.68 ",11638431,11207347," $ 16,314.75 "," $ 15,771.09 ",7772413,7213555," $ 11,879.11 "," $ 10,803.50 ",26649525,24973310," $ 50,229.65 "," $ 46,964.79 "
12/14/2016,11796055,11152420," $ 36,051.33 "," $ 34,073.69 ",4463675,4272307," $ 11,730.12 "," $ 11,297.77 ",7233649,6779843," $ 13,577.13 "," $ 12,799.90 ",14921118,13996649," $ 23,189.63 "," $ 21,889.85 ",11227972,10812084," $ 16,261.68 "," $ 15,705.27 ",7218103,6708330," $ 11,668.54 "," $ 10,666.74 ",25967263,24442108," $ 45,568.80 "," $ 43,269.00 "
12/15/2016,10134210,9467028," $ 32,020.92 "," $ 29,799.75 ",3789042,3621039," $ 10,087.33 "," $ 9,711.54 ",7092812,6595242," $ 14,639.25 "," $ 13,626.00 ",14142819,13250396," $ 23,827.46 "," $ 22,504.67 ",9532231,9230812," $ 14,333.29 "," $ 13,868.12 ",6071012,5587777," $ 10,341.67 "," $ 9,382.01 ",23575553,22009682," $ 40,860.53 "," $ 38,383.76 "
12/16/2016,6644149,6326078," $ 21,061.44 "," $ 20,099.22 ",2813288,2694299," $ 7,637.20 "," $ 7,352.27 ",4983170,4585908," $ 11,723.51 "," $ 10,721.85 ",9523929,8931627," $ 16,978.19 "," $ 16,024.84 ",6490625,6290189," $ 10,176.52 "," $ 9,859.48 ",4060162,3776291," $ 7,361.68 "," $ 6,724.25 ",15878960,13981676," $ 29,502.34 "," $ 25,804.90 "
12/17/2016,2620924,2517306," $ 9,369.41 "," $ 9,006.11 ",1681006,1611515," $ 4,676.16 "," $ 4,504.87 ",2399454,2240225," $ 6,544.12 "," $ 6,071.11 ",3772226,3549909," $ 8,333.30 "," $ 7,892.18 ",2399878,2327770," $ 4,448.50 "," $ 4,312.15 ",1542871,1442958," $ 3,340.52 "," $ 3,064.28 ",6702852,6104493," $ 14,305.86 "," $ 13,049.56 "
12/18/2016,4193440,4002793," $ 14,551.73 "," $ 13,924.49 ",2516633,2416828," $ 6,938.61 "," $ 6,689.40 ",4330025,4026187," $ 9,886.02 "," $ 9,085.52 ",6320982,5935583," $ 12,521.29 "," $ 11,818.09 ",4265332,4136810," $ 7,171.96 "," $ 6,944.00 ",2450635,2265529," $ 4,812.77 "," $ 4,389.82 ",11481075,11563332," $ 22,906.85 "," $ 23,245.18 "
12/19/2016,4767219,4527135," $ 15,297.41 "," $ 14,549.58 ",2143460,2055684," $ 6,137.86 "," $ 5,918.48 ",4279186,3920911," $ 8,862.88 "," $ 8,155.26 ",6865333,6428313," $ 11,716.19 "," $ 11,062.79 ",5237269,5072276," $ 7,343.69 "," $ 7,109.93 ",3216853,2974196," $ 5,301.46 "," $ 4,804.30 ",13355307,12331690," $ 31,367.74 "," $ 29,509.73 "
12/20/2016,4156336,3929938," $ 13,036.22 "," $ 12,332.65 ",1682701,1614451," $ 4,411.93 "," $ 4,252.83 ",3763240,3480990," $ 7,848.59 "," $ 7,221.57 ",5841460,5480357," $ 9,626.95 "," $ 9,093.59 ",4118065,3993257," $ 5,834.27 "," $ 5,656.30 ",2666973,2466909," $ 4,353.14 "," $ 3,971.81 ",10616078,9896229," $ 20,657.96 "," $ 19,259.67 "
12/21/2016,3449728,3277696," $ 10,780.23 "," $ 10,252.59 ",1481864,1420861," $ 3,831.03 "," $ 3,688.44 ",3015362,2776084," $ 6,327.35 "," $ 5,790.05 ",4939422,4629686," $ 8,164.06 "," $ 7,687.67 ",3121344,3028321," $ 4,742.75 "," $ 4,598.75 ",2010531,1856293," $ 3,418.78 "," $ 3,071.12 ",8672801,8094774," $ 16,923.11 "," $ 15,894.96 "
12/22/2016,2088451,1993050," $ 6,704.07 "," $ 6,415.80 ",1087180,1045004," $ 2,835.73 "," $ 2,738.73 ",2199695,2031510," $ 4,581.50 "," $ 4,196.01 ",3383154,3179088," $ 5,906.93 "," $ 5,584.50 ",2076823,2020450," $ 3,343.34 "," $ 3,254.74 ",1562805,1452602," $ 2,642.41 "," $ 2,406.79 ",6294883,5806303," $ 12,627.84 "," $ 11,714.74 "
12/23/2016,1123385,1082123," $ 3,899.04 "," $ 3,760.91 ",590157,566786," $ 1,598.01 "," $ 1,540.41 ",1244146,1164260," $ 2,619.22 "," $ 2,422.44 ",1629059,1538352," $ 3,282.62 "," $ 3,120.55 ",982786,959484," $ 1,727.49 "," $ 1,687.39 ",719567,673626," $ 1,385.07 "," $ 1,282.35 ",3038005,2658057," $ 6,679.47 "," $ 5,791.68 "
12/24/2016,365808,355703," $ 1,358.46 "," $ 1,321.11 ",229047,220214, $ 622.67 , $ 602.60 ,347460,318205, $ 932.87 , $ 861.40 ,507280,475376," $ 1,084.79 "," $ 1,029.27 ",266772,260079, $ 452.98 , $ 444.17 ,222763,210265, $ 471.60 , $ 442.28 ,937324,846746," $ 2,033.45 "," $ 1,827.68 "
12/25/2016,268715,264913, $ 968.92 , $ 952.75 ,184686,177926, $ 499.25 , $ 483.71 ,244875,218701, $ 661.80 , $ 599.70 ,439773,411202, $ 891.62 , $ 833.57 ,251003,244738, $ 358.62 , $ 350.67 ,179431,169516, $ 382.33 , $ 351.71 ,762713,745406," $ 1,476.56 "," $ 1,441.45 "
12/26/2016,465040,452602," $ 1,657.03 "," $ 1,612.43 ",232842,223993, $ 649.95 , $ 631.62 ,374775,335862, $ 888.64 , $ 809.71 ,705389,660437," $ 1,296.32 "," $ 1,225.04 ",397274,386214, $ 585.17 , $ 567.93 ,276085,258376, $ 533.33 , $ 499.84 ,1176194,1126848," $ 2,182.96 "," $ 2,123.39 "
12/27/2016,561966,551913," $ 1,804.71 "," $ 1,774.87 ",243426,234317, $ 684.14 , $ 665.11 ,544856,498108," $ 1,129.80 "," $ 1,029.57 ",905349,849928," $ 1,573.78 "," $ 1,488.16 ",469363,457244, $ 658.38 , $ 643.07 ,358475,336464, $ 601.97 , $ 544.74 ,1437145,1385831," $ 2,453.47 "," $ 2,379.74 "
12/28/2016,737628,717103," $ 2,476.03 "," $ 2,406.79 ",266768,257366, $ 711.67 , $ 690.56 ,674414,622055," $ 1,302.20 "," $ 1,190.15 ",1015712,955058," $ 1,833.18 "," $ 1,736.67 ",494470,481827, $ 700.26 , $ 681.35 ,376589,354138, $ 674.47 , $ 615.79 ,1591116,1532989," $ 2,675.97 "," $ 2,623.68 "
12/29/2016,817161,790898," $ 2,870.44 "," $ 2,776.38 ",248302,239773, $ 662.66 , $ 641.17 ,642004,603726," $ 1,209.10 "," $ 1,122.14 ",1040199,978501," $ 1,827.50 "," $ 1,729.53 ",475127,464201, $ 686.25 , $ 667.78 ,347936,344290, $ 617.65 , $ 591.34 ,1650885,1551938," $ 2,807.64 "," $ 2,662.25 "
12/30/2016,816451,789590," $ 2,839.67 "," $ 2,744.76 ",267333,257615, $ 715.91 , $ 696.92 ,463751,434838, $ 928.19 , $ 863.74 ,1020317,965858," $ 1,806.50 "," $ 1,719.43 ",468485,456775, $ 612.78 , $ 597.14 ,370226,347523, $ 622.74 , $ 566.96 ,1616309,1524839," $ 2,662.96 "," $ 2,528.50 "
12/31/2016,666490,647255," $ 2,230.23 "," $ 2,169.73 ",199179,192921, $ 539.68 , $ 525.56 ,518737,494109, $ 953.61 , $ 905.66 ,778448,734384," $ 1,413.72 "," $ 1,341.77 ",371341,361560, $ 463.54 , $ 451.01 ,305284,288025, $ 490.74 , $ 451.87 ,1173800,1078715," $ 1,987.67 "," $ 1,795.72 "
1/1/2017,329893,320216, $ 683.47 , $ 664.10 ,164986,158783, $ 475.43 , $ 462.75 ,439186,416769, $ 642.55 , $ 610.33 ,1215449,1150544," $ 1,349.58 "," $ 1,281.87 ",656639,638109, $ 511.88 , $ 498.43 ,529191,499097, $ 523.81 , $ 491.93 ,1748769,1752385," $ 1,929.40 "," $ 1,961.91 "
